symbol,company_name,isin_number,series,market_type
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019,EQ,NSE
RTNPOWER,RattanIndia Power Limited,INE399K01017,EQ,NSE
RUBFILA,Rubfila International Limited,INE642C01025,EQ,NSE
RUBYMILLS,The Ruby Mills Limited,INE301D01026,EQ,NSE
RUCHINFRA,Ruchi Infrastructure Limited,INE413B01023,BE,NSE
RUCHIRA,Ruchira Papers Limited,INE803H01014,EQ,NSE
RUPA,Rupa & Company Limited,INE895B01021,EQ,NSE
RUSHIL,Rushil Decor Limited,INE573K01025,EQ,NSE
RUSTOMJEE,Keystone Realtors Limited,INE263M01029,EQ,NSE
RVHL,Ravinder Heights Limited,INE09E501017,EQ,NSE
RVNL,Rail Vikas Nigam Limited,INE415G01027,EQ,NSE
RVTH,Revathi Equipment India Limited,INE0DAB01012,BE,NSE
S&SPOWER,S&S Power Switchgears Limited,INE902B01017,BE,NSE
SABEVENTS,Sab Events & Governance Now Media Limited,INE860T01019,BE,NSE
SABTNL,Sri Adhikari Brothers Television Network Limited,INE416A01044,BE,NSE
SADBHAV,Sadbhav Engineering Limited,INE226H01026,EQ,NSE
SADBHIN,Sadbhav Infrastructure Project Limited,INE764L01010,EQ,NSE
SADHNANIQ,Sadhana Nitrochem Limited,INE888C01040,BE,NSE
SAFARI,Safari Industries (India) Limited,INE429E01023,EQ,NSE
SAGARDEEP,Sagardeep Alloys Limited,INE976T01013,EQ,NSE
SAGCEM,Sagar Cements Limited,INE229C01021,EQ,NSE
SAGILITY,Sagility India Limited,INE0W2G01015,EQ,NSE
SAH,Sah Polymers Limited,INE035801013,BE,NSE
SAHYADRI,Sahyadri Industries Limited,INE280H01015,EQ,NSE
SAIL,Steel Authority of India Limited,INE114A01011,EQ,NSE
SAILIFE,Sai Life Sciences Limited,INE570L01029,EQ,NSE
SAKAR,Sakar Healthcare Limited,INE732S01012,BE,NSE
SAKHTISUG,Sakthi Sugars Limited,INE623A01011,EQ,NSE
SAKSOFT,Saksoft Limited,INE667G01023,EQ,NSE
SAKUMA,Sakuma Exports Limited,INE190H01024,BE,NSE
SALASAR,Salasar Techno Engineering Limited,INE170V01027,EQ,NSE
SALONA,Salona Cotspin Limited,INE498E01010,EQ,NSE
SALSTEEL,S.A.L. Steel Limited,INE658G01014,EQ,NSE
SALZERELEC,Salzer Electronics Limited,INE457F01013,EQ,NSE
SAMBHAAV,Sambhaav Media Limited,INE699B01027,EQ,NSE
SAMBHV,Sambhv Steel Tubes Limited,INE12NJ01018,EQ,NSE
SAMHI,Samhi Hotels Limited,INE08U801020,EQ,NSE
SAMMAANCAP,Sammaan Capital Limited,INE148I01020,EQ,NSE
SAMPANN,Sampann Utpadan India Limited,INE735M01018,EQ,NSE
SANATHAN,Sanathan Textiles Limited,INE0JPD01013,EQ,NSE
SANDESH,The Sandesh Limited,INE583B01015,EQ,NSE
SANDHAR,Sandhar Technologies Limited,INE278H01035,EQ,NSE
SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,EQ,NSE
SANGAMIND,Sangam (India) Limited,INE495C01010,EQ,NSE
SANGHIIND,Sanghi Industries Limited,INE999B01013,EQ,NSE
SANGHVIMOV,Sanghvi Movers Limited,INE989A01032,EQ,NSE
SANGINITA,Sanginita Chemicals Limited,INE753W01010,EQ,NSE
SANOFI,Sanofi India Limited,INE058A01010,EQ,NSE
SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,EQ,NSE
SANSERA,Sansera Engineering Limited,INE953O01021,EQ,NSE
SANSTAR,Sanstar Limited,INE08NE01025,EQ,NSE
SANWARIA,Sanwaria Consumer Limited,INE890C01046,BZ,NSE
SAPPHIRE,Sapphire Foods India Limited,INE806T01020,EQ,NSE
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,EQ,NSE
SAREGAMA,Saregama India Limited,INE979A01025,EQ,NSE
SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025,BE,NSE
SARVESHWAR,Sarveshwar Foods Limited,INE324X01026,EQ,NSE
SASKEN,Sasken Technologies Limited,INE231F01020,EQ,NSE
SASTASUNDR,Sastasundar Ventures Limited,INE019J01013,EQ,NSE
SATIA,Satia Industries Limited,INE170E01023,EQ,NSE
SATIN,Satin Creditcare Network Limited,INE836B01017,EQ,NSE
SAURASHCEM,Saurashtra Cement Limited,INE626A01014,EQ,NSE
SBC,SBC Exports Limited,INE04AK01028,EQ,NSE
SBCL,Shivalik Bimetal Controls Limited,INE386D01027,EQ,NSE
SBFC,SBFC Finance Limited,INE423Y01016,EQ,NSE
SBGLP,Suratwwala Business Group Limited,INE05ST01028,BE,NSE
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,EQ,NSE
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,EQ,NSE
SBIN,State Bank of India,INE062A01020,EQ,NSE
SCHAEFFLER,Schaeffler India Limited,INE513A01022,EQ,NSE
SCHAND,S Chand And Company Limited,INE807K01035,EQ,NSE
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,BE,NSE
SCI,Shipping Corporation Of India Limited,INE109A01011,EQ,NSE
SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013,EQ,NSE
SCODATUBES,Scoda Tubes Limited,INE090501011,EQ,NSE
SCPL,Sheetal Cool Products Limited,INE501Y01019,EQ,NSE
SDBL,Som Distilleries & Breweries Limited,INE480C01038,EQ,NSE
SEAMECLTD,Seamec Limited,INE497B01018,EQ,NSE
SECMARK,SecMark Consultancy Limited,INE0BTM01013,BE,NSE
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,EQ,NSE
SEJALLTD,Sejal Glass Limited,INE955I01044,BE,NSE
SELAN,Selan Exploration Technology Limited,INE818A01017,EQ,NSE
SELMC,SEL Manufacturing Company Limited,INE105I01020,BE,NSE
SEMAC,Semac Construction Limited,INE617A01013,BE,NSE
SENCO,Senco Gold Limited,INE602W01027,EQ,NSE
SENORES,Senores Pharmaceuticals Limited,INE0RB801010,EQ,NSE
SEPC,SEPC Limited,INE964H01014,EQ,NSE
SEQUENT,Sequent Scientific Limited,INE807F01027,EQ,NSE
SERVOTECH,Servotech Renewable Power System Limited,INE782X01033,EQ,NSE
SESHAPAPER,Seshasayee Paper and Boards Limited,INE630A01024,EQ,NSE
SETCO,Setco Automotive Limited,INE878E01021,BE,NSE
SETUINFRA,Setubandhan Infrastructure Limited,INE023M01027,BZ,NSE
SFL,Sheela Foam Limited,INE916U01025,EQ,NSE
SGIL,Synergy Green Industries Limited,INE00QT01015,EQ,NSE
SGL,STL Global Limited,INE353H01010,BE,NSE
SGLTL,Standard Glass Lining Technology Limited,INE0M4D01010,BE,NSE
SHAH,Shah Metacorp Limited,INE482J01021,BE,NSE
SHAHALLOYS,Shah Alloys Limited,INE640C01011,EQ,NSE
SHAILY,Shaily Engineering Plastics Limited,INE151G01028,EQ,NSE
SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010,EQ,NSE
SHALBY,Shalby Limited,INE597J01018,EQ,NSE
SHALPAINTS,Shalimar Paints Limited,INE849C01026,EQ,NSE
SHANKARA,Shankara Building Products Limited,INE274V01019,EQ,NSE
SHANTI,Shanti Overseas (India) Limited,INE933X01016,BE,NSE
SHANTIGEAR,Shanthi Gears Limited,INE631A01022,EQ,NSE
SHARDACROP,Sharda Cropchem Limited,INE221J01015,EQ,NSE
SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028,EQ,NSE
SHAREINDIA,Share India Securities Limited,INE932X01026,EQ,NSE
SHEKHAWATI,Shekhawati Industries Limited,INE268L01046,BE,NSE
SHEMAROO,Shemaroo Entertainment Limited,INE363M01019,BE,NSE
SHILPAMED,Shilpa Medicare Limited,INE790G01031,BE,NSE
SHIVALIK,Shivalik Rasayan Limited,INE788J01021,EQ,NSE
SHIVAMAUTO,Shivam Autotech Limited,INE637H01024,EQ,NSE
SHIVAMILLS,Shiva Mills Limited,INE644Y01017,EQ,NSE
SHIVATEX,Shiva Texyarn Limited,INE705C01020,EQ,NSE
SHK,S H Kelkar and Company Limited,INE500L01026,EQ,NSE
SHOPERSTOP,Shoppers Stop Limited,INE498B01024,EQ,NSE
SHRADHA,Shradha Infraprojects Limited,INE715Y01031,EQ,NSE
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,INE232A01011,EQ,NSE
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,EQ,NSE
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011,EQ,NSE
SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019,EQ,NSE
SHRENIK,Shrenik Limited,INE632X01030,EQ,NSE
SHREYANIND,Shreyans Industries Limited,INE231C01019,BE,NSE
SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018,EQ,NSE
SHRIRAMFIN,Shriram Finance Limited,INE721A01047,EQ,NSE
SHRIRAMPPS,Shriram Properties Limited,INE217L01019,EQ,NSE
SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011,BE,NSE
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,EQ,NSE
SHYAMTEL,Shyam Telecom Limited,INE635A01023,BE,NSE
SICALLOG,Sical Logistics Limited,INE075B01020,BE,NSE
SIEMENS,Siemens Limited,INE003A01024,EQ,NSE
SIGACHI,Sigachi Industries Limited,INE0D0K01022,EQ,NSE
SIGIND,Signet Industries Limited,INE529F01035,BE,NSE
SIGMA,Sigma Solve Limited,INE0A0S01010,BE,NSE
SIGNATURE,Signatureglobal (India) Limited,INE903U01023,EQ,NSE
SIGNPOST,Signpost India Limited,INE0KGZ01021,EQ,NSE
SIKKO,Sikko Industries Limited,INE112X01017,EQ,NSE
SIL,Standard Industries Limited,INE173A01025,EQ,NSE
SILGO,Silgo Retail Limited,INE01II01013,BE,NSE
SILINV,SIL Investments Limited,INE923A01015,EQ,NSE
SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012,EQ,NSE
SILVERTUC,Silver Touch Technologies Limited,INE625X01018,EQ,NSE
SIMBHALS,Simbhaoli Sugars Limited,INE748T01016,BE,NSE
SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024,EQ,NSE
SINCLAIR,Sinclairs Hotels Limited,INE985A01022,EQ,NSE
SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025,EQ,NSE
SINTERCOM,Sintercom India Limited,INE129Z01016,EQ,NSE
SIRCA,Sirca Paints India Limited,INE792Z01011,EQ,NSE
SIS,SIS LIMITED,INE285J01028,EQ,NSE
SITINET,Siti Networks Limited,INE965H01011,BZ,NSE
SIYSIL,Siyaram Silk Mills Limited,INE076B01028,EQ,NSE
SJS,S.J.S. Enterprises Limited,INE284S01014,EQ,NSE
SJVN,SJVN Limited,INE002L01015,EQ,NSE
SKFINDIA,SKF India Limited,INE640A01023,EQ,NSE
SKIPPER,Skipper Limited,INE439E01022,EQ,NSE
SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01015,BE,NSE
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018,EQ,NSE
SMARTLINK,Smartlink Holdings Limited,INE178C01020,EQ,NSE
SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010,EQ,NSE
SMCGLOBAL,SMC Global Securities Limited,INE103C01036,EQ,NSE
SMLISUZU,SML Isuzu Limited,INE294B01019,EQ,NSE
SMLT,Sarthak Metals Limited,INE017W01010,EQ,NSE
SMSLIFE,SMS Lifesciences India Limited,INE320X01016,EQ,NSE
SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025,EQ,NSE
SNOWMAN,Snowman Logistics Limited,INE734N01019,EQ,NSE
SOBHA,Sobha Limited,INE671H01015,EQ,NSE
SOFTTECH,Softtech Engineers Limited,INE728Z01015,EQ,NSE
SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016,EQ,NSE
SOLARINDS,Solar Industries India Limited,INE343H01029,EQ,NSE
SOMANYCERA,Somany Ceramics Limited,INE355A01028,EQ,NSE
SOMATEX,Soma Textiles & Industries Limited,INE314C01013,BE,NSE
SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019,EQ,NSE
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,EQ,NSE
SONAMLTD,SONAM LIMITED,INE00LM01029,EQ,NSE
SONATSOFTW,Sonata Software Limited,INE269A01021,EQ,NSE
SOTL,Savita Oil Technologies Limited,INE035D01020,EQ,NSE
SOUTHBANK,The South Indian Bank Limited,INE683A01023,EQ,NSE
SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015,BE,NSE
SPAL,S. P. Apparels Limited,INE212I01016,EQ,NSE
SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011,EQ,NSE
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,EQ,NSE
SPCENET,Spacenet Enterprises India Limited,INE970N01027,BE,NSE
SPECIALITY,Speciality Restaurants Limited,INE247M01014,EQ,NSE
SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010,EQ,NSE
SPENCERS,Spencer's Retail Limited,INE020801028,EQ,NSE
SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011,EQ,NSE
SPLIL,SPL Industries Limited,INE978G01016,BE,NSE
SPLPETRO,Supreme Petrochem Limited,INE663A01033,EQ,NSE
SPMLINFRA,SPML Infra Limited,INE937A01023,EQ,NSE
SPORTKING,Sportking India Limited,INE885H01029,EQ,NSE
SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012,EQ,NSE
SREEL,Sreeleathers Limited,INE099F01013,EQ,NSE
SRF,SRF Limited,INE647A01010,EQ,NSE
SRGHFL,SRG Housing Finance Limited,INE559N01010,EQ,NSE
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,EQ,NSE
SRM,SRM Contractors Limited,INE0R6Z01013,EQ,NSE
SRPL,Shree Ram Proteins Limited,INE008Z01020,BZ,NSE
SSDL,Saraswati Saree Depot Limited,INE0PQ101010,EQ,NSE
SSWL,Steel Strips Wheels Limited,INE802C01033,EQ,NSE
STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010,BE,NSE
STANLEY,Stanley Lifestyles Limited,INE01A001028,EQ,NSE
STAR,Strides Pharma Science Limited,INE939A01011,EQ,NSE
STARCEMENT,Star Cement Limited,INE460H01021,EQ,NSE
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,EQ,NSE
STARPAPER,Star Paper Mills Limited,INE733A01018,EQ,NSE
STARTECK,Starteck Finance Limited,INE992I01013,EQ,NSE
STCINDIA,The State Trading Corporation of India Limited,INE655A01013,BE,NSE
STEELCAS,Steelcast Limited,INE124E01020,EQ,NSE
STEELCITY,Steel City Securities Limited,INE395H01011,EQ,NSE
STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021,EQ,NSE
STEL,Stel Holdings Limited,INE577L01016,EQ,NSE
STERTOOLS,Sterling Tools Limited,INE334A01023,EQ,NSE
STLTECH,Sterlite Technologies Limited,INE089C01029,EQ,NSE
STOVEKRAFT,Stove Kraft Limited,INE00IN01015,EQ,NSE
STYLAMIND,Stylam Industries Limited,INE239C01020,EQ,NSE
STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028,EQ,NSE
STYRENIX,Styrenix Performance Materials Limited,INE189B01011,EQ,NSE
SUBEXLTD,Subex Limited,INE754A01055,BE,NSE
SUBROS,Subros Limited,INE287B01021,EQ,NSE
SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023,EQ,NSE
SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029,EQ,NSE
SULA,Sula Vineyards Limited,INE142Q01026,EQ,NSE
SUMEETINDS,Sumeet Industries Limited,INE235C01028,BE,NSE
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,EQ,NSE
SUMIT,Sumit Woods Limited,INE748Z01013,EQ,NSE
SUMMITSEC,Summit Securities Limited,INE519C01017,EQ,NSE
SUNCLAY,Sundaram Clayton Limited,INE0Q3R01026,EQ,NSE
SUNDARAM,Sundaram Multi Pap Limited,INE108E01023,EQ,NSE
SUNDARMFIN,Sundaram Finance Limited,INE660A01013,EQ,NSE
SUNDARMHLD,Sundaram Finance Holdings Limited,INE202Z01029,EQ,NSE
SUNDRMBRAK,Sundaram Brake Linings Limited,INE073D01013,EQ,NSE
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,EQ,NSE
SUNDROP,Sundrop Brands Limited,INE209A01019,EQ,NSE
SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014,EQ,NSE
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,EQ,NSE
SUNTECK,Sunteck Realty Limited,INE805D01034,EQ,NSE
SUNTV,Sun TV Network Limited,INE424H01027,EQ,NSE
SUPERHOUSE,Superhouse Limited,INE712B01010,EQ,NSE
SUPERSPIN,Super Spinning Mills Limited,INE662A01027,EQ,NSE
SUPRAJIT,Suprajit Engineering Limited,INE399C01030,EQ,NSE
SUPREME,Supreme Holdings & Hospitality (India) Limited,INE822E01011,EQ,NSE
SUPREMEIND,Supreme Industries Limited,INE195A01028,EQ,NSE
SUPREMEINF,Supreme Infrastructure India Limited,INE550H01011,BZ,NSE
SUPRIYA,Supriya Lifescience Limited,INE07RO01027,EQ,NSE
SURAJEST,Suraj Estate Developers Limited,INE843S01025,EQ,NSE
SURAJLTD,Suraj Limited,INE713C01016,EQ,NSE
SURAKSHA,Suraksha Diagnostic Limited,INE877V01027,EQ,NSE
SURANASOL,Surana Solar Limited,INE272L01022,EQ,NSE
SURANAT&P,Surana Telecom and Power Limited,INE130B01031,EQ,NSE
SURYALAXMI,Suryalakshmi Cotton Mills Limited,INE713B01026,EQ,NSE
SURYAROSNI,Surya Roshni Limited,INE335A01020,EQ,NSE
SURYODAY,Suryoday Small Finance Bank Limited,INE428Q01011,EQ,NSE
SUTLEJTEX,Sutlej Textiles and Industries Limited,INE645H01027,EQ,NSE
SUVEN,Suven Life Sciences Limited,INE495B01038,BE,NSE
SUVIDHAA,Suvidhaa Infoserve Limited,INE018401013,EQ,NSE
SUYOG,Suyog Telematics Limited,INE442P01014,BE,NSE
SUZLON,Suzlon Energy Limited,INE040H01021,EQ,NSE
SVLL,Shree Vasu Logistics Limited,INE00CE01017,BE,NSE
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,INE308E01029,EQ,NSE
SWANENERGY,Swan Energy Limited,INE665A01038,EQ,NSE
SWARAJENG,Swaraj Engines Limited,INE277A01016,EQ,NSE
SWELECTES,Swelect Energy Systems Limited,INE409B01013,EQ,NSE
SWIGGY,Swiggy Limited,INE00H001014,EQ,NSE
SWSOLAR,Sterling and Wilson Renewable Energy Limited,INE00M201021,EQ,NSE
SYMPHONY,Symphony Limited,INE225D01027,EQ,NSE
SYNCOMF,Syncom Formulations (India) Limited,INE312C01025,BE,NSE
SYNGENE,Syngene International Limited,INE398R01022,EQ,NSE
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,EQ,NSE
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,INE123C01018,EQ,NSE
TAJGVK,Taj GVK Hotels & Resorts Limited,INE586B01026,EQ,NSE
TAKE,Take Solutions Limited,INE142I01023,BE,NSE
TALBROAUTO,Talbros Automotive Components Limited,INE187D01029,EQ,NSE
TANLA,Tanla Platforms Limited,INE483C01032,EQ,NSE
TARACHAND,Tara Chand InfraLogistic Solutions Limited,INE555Z01020,EQ,NSE
TARAPUR,Tarapur Transformers Limited,INE747K01017,BE,NSE
TARC,TARC Limited,INE0EK901012,EQ,NSE
TARIL,Transformers And Rectifiers (India) Limited,INE763I01026,EQ,NSE
TARMAT,Tarmat Limited,INE924H01018,EQ,NSE
TARSONS,Tarsons Products Limited,INE144Z01023,EQ,NSE
TASTYBITE,Tasty Bite Eatables Limited,INE488B01017,EQ,NSE
TATACHEM,Tata Chemicals Limited,INE092A01019,EQ,NSE
TATACOMM,Tata Communications Limited,INE151A01013,EQ,NSE
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,EQ,NSE
TATAELXSI,Tata Elxsi Limited,INE670A01012,EQ,NSE
TATAINVEST,Tata Investment Corporation Limited,INE672A01018,EQ,NSE
TATAMOTORS,Tata Motors Limited,INE155A01022,EQ,NSE
TATAPOWER,Tata Power Company Limited,INE245A01021,EQ,NSE
TATASTEEL,Tata Steel Limited,INE081A01020,EQ,NSE
TATATECH,Tata Technologies Limited,INE142M01025,EQ,NSE
TATVA,Tatva Chintan Pharma Chem Limited,INE0GK401011,EQ,NSE
TBOTEK,TBO Tek Limited,INE673O01025,EQ,NSE
TBZ,Tribhovandas Bhimji Zaveri Limited,INE760L01018,EQ,NSE
TCI,Transport Corporation of India Limited,INE688A01022,EQ,NSE
TCIEXP,TCI Express Limited,INE586V01016,EQ,NSE
TCIFINANCE,TCI Finance Limited,INE911B01018,BE,NSE
TCPLPACK,TCPL Packaging Limited,INE822C01015,EQ,NSE
TCS,Tata Consultancy Services Limited,INE467B01029,EQ,NSE
TDPOWERSYS,TD Power Systems Limited,INE419M01027,EQ,NSE
TEAMLEASE,Teamlease Services Limited,INE985S01024,EQ,NSE
TECHM,Tech Mahindra Limited,INE669C01036,EQ,NSE
TECHNOE,Techno Electric & Engineering Company Limited,INE285K01026,EQ,NSE
TECILCHEM,TECIL Chemicals and Hydro Power Limited,INE014B01011,BE,NSE
TEGA,Tega Industries Limited,INE011K01018,EQ,NSE
TEJASNET,Tejas Networks Limited,INE010J01012,EQ,NSE
TEMBO,Tembo Global Industries Limited,INE869Y01010,BE,NSE
TERASOFT,Tera Software Limited,INE482B01010,BE,NSE
TEXINFRA,Texmaco Infrastructure & Holdings Limited,INE435C01024,EQ,NSE
TEXMOPIPES,Texmo Pipes and Products Limited,INE141K01013,EQ,NSE
TEXRAIL,Texmaco Rail & Engineering Limited,INE621L01012,EQ,NSE
TFCILTD,Tourism Finance Corporation of India Limited,INE305A01015,EQ,NSE
TFL,Transwarranty Finance Limited,INE804H01012,BE,NSE
TGBHOTELS,TGB Banquets And Hotels Limited,INE797H01018,EQ,NSE
THANGAMAYL,Thangamayil Jewellery Limited,INE085J01014,EQ,NSE
THEINVEST,The Investment Trust Of India Limited,INE924D01017,EQ,NSE
THEJO,Thejo Engineering Limited,INE121N01019,EQ,NSE
THELEELA,Schloss Bangalore Limited,INE0AQ201015,EQ,NSE
THEMISMED,Themis Medicare Limited,INE083B01024,EQ,NSE
THERMAX,Thermax Limited,INE152A01029,EQ,NSE
THOMASCOOK,Thomas Cook  (India)  Limited,INE332A01027,EQ,NSE
THOMASCOTT,Thomas Scott (India) Limited,INE480M01011,BE,NSE
THYROCARE,Thyrocare Technologies Limited,INE594H01019,EQ,NSE
TI,Tilaknagar Industries Limited,INE133E01013,EQ,NSE
TICL,Twamev Construction and Infrastructure Limited,INE388G01026,BE,NSE
TIIL,Technocraft Industries (India) Limited,INE545H01011,EQ,NSE
TIINDIA,Tube Investments of India Limited,INE974X01010,EQ,NSE
TIJARIA,Tijaria Polypipes Limited,INE440L01017,BE,NSE
TIL,TIL Limited,INE806C01018,BE,NSE
TIMESGTY,Times Guaranty Limited,INE289C01025,EQ,NSE
TIMETECHNO,Time Technoplast Limited,INE508G01029,EQ,NSE
TIMKEN,Timken India Limited,INE325A01013,EQ,NSE
TINNARUBR,Tinna Rubber and Infrastructure Limited,INE015C01016,EQ,NSE
TIPSFILMS,Tips Films Limited,INE0LQS01015,EQ,NSE
TIPSMUSIC,Tips Music Limited,INE716B01029,EQ,NSE
TIRUMALCHM,Thirumalai Chemicals Limited,INE338A01024,EQ,NSE
TIRUPATIFL,Tirupati Forge Limited,INE319Y01024,BE,NSE
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,EQ,NSE
TITAN,Titan Company Limited,INE280A01028,EQ,NSE
TMB,Tamilnad Mercantile Bank Limited,INE668A01016,EQ,NSE
TNPETRO,Tamilnadu PetroProducts Limited,INE148A01019,EQ,NSE
TNPL,Tamil Nadu Newsprint & Papers Limited,INE107A01015,EQ,NSE
TNTELE,Tamilnadu Telecommunication Limited,INE141D01018,BE,NSE
TOKYOPLAST,Tokyo Plast International Limited,INE932C01012,EQ,NSE
TOLINS,Tolins Tyres Limited,INE0RWQ01014,EQ,NSE
TORNTPHARM,Torrent Pharmaceuticals Limited,INE685A01028,EQ,NSE
TORNTPOWER,Torrent Power Limited,INE813H01021,EQ,NSE
TOTAL,Total Transport Systems Limited,INE336X01012,EQ,NSE
TOUCHWOOD,Touchwood Entertainment Limited,INE486Y01013,EQ,NSE
TPHQ,Teamo Productions HQ Limited,INE065J01024,BE,NSE
TPLPLASTEH,TPL Plastech Limited,INE413G01022,EQ,NSE
TRACXN,Tracxn Technologies Limited,INE0HMF01019,EQ,NSE
TRANSRAILL,Transrail Lighting Limited,INE454P01035,EQ,NSE
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,INE757B01015,EQ,NSE
TRAVELFOOD,Travel Food Services Limited,INE103V01028,EQ,NSE
TREEHOUSE,Tree House Education & Accessories Limited,INE040M01013,BE,NSE
TREJHARA,TREJHARA SOLUTIONS LIMITED,INE00CA01015,EQ,NSE
TREL,Transindia Real Estate Limited,INE0O3901029,EQ,NSE
TRENT,Trent Limited,INE849A01020,EQ,NSE
TRF,TRF Limited,INE391D01019,EQ,NSE
TRIDENT,Trident Limited,INE064C01022,EQ,NSE
TRIGYN,Trigyn Technologies Limited,INE948A01012,EQ,NSE
TRITURBINE,Triveni Turbine Limited,INE152M01016,EQ,NSE
TRIVENI,Triveni Engineering & Industries Limited,INE256C01024,EQ,NSE
TRU,TruCap Finance Limited,INE615R01029,BE,NSE
TTKHLTCARE,TTK Healthcare Limited,INE910C01018,EQ,NSE
TTKPRESTIG,TTK Prestige Limited,INE690A01028,EQ,NSE
TTL,T T Limited,INE592B01024,BE,NSE
TTL-RE,T T Ltd-RE,INE592B20016,BE,NSE
TTML,Tata Teleservices (Maharashtra) Limited,INE517B01013,BE,NSE
TVSELECT,TVS Electronics Limited,INE236G01019,BE,NSE
TVSHLTD,TVS Holdings Limited,INE105A01035,EQ,NSE
TVSMOTOR,TVS Motor Company Limited,INE494B01023,EQ,NSE
TVSSCS,TVS Supply Chain Solutions Limited,INE395N01027,EQ,NSE
TVSSRICHAK,TVS Srichakra Limited,INE421C01016,EQ,NSE
TVTODAY,TV Today Network Limited,INE038F01029,EQ,NSE
TVVISION,TV Vision Limited,INE871L01013,BE,NSE
UBL,United Breweries Limited,INE686F01025,EQ,NSE
UCAL,UCAL LIMITED,INE139B01016,EQ,NSE
UCOBANK,UCO Bank,INE691A01018,EQ,NSE
UDAICEMENT,Udaipur Cement Works Limited,INE225C01029,EQ,NSE
UDS,Updater Services Limited,INE851I01011,EQ,NSE
UFLEX,UFLEX Limited,INE516A01017,EQ,NSE
UFO,UFO Moviez India Limited,INE527H01019,EQ,NSE
UGARSUGAR,The Ugar Sugar Works Limited,INE071E01023,EQ,NSE
UGROCAP,Ugro Capital Limited,INE583D01011,EQ,NSE
UJJIVANSFB,Ujjivan Small Finance Bank Limited,INE551W01018,EQ,NSE
ULTRACEMCO,UltraTech Cement Limited,INE481G01011,EQ,NSE
UMAEXPORTS,Uma Exports Limited,INE0GIU01018,BE,NSE
UMESLTD,Usha Martin Education & Solutions Limited,INE240C01028,EQ,NSE
UMIYA-MRO,UMIYA BUILDCON LIMITED,INE398B01018,EQ,NSE
UNICHEMLAB,Unichem Laboratories Limited,INE351A01035,EQ,NSE
UNIDT,United Drilling Tools Limited,INE961D01019,EQ,NSE
UNIECOM,Unicommerce Esolutions Limited,INE00U401027,EQ,NSE
